track_id,name,album,artist_name,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
7129iqBafaphfc3WPCGC0L,7 Years,Lukas Graham (Blue Album),Lukas Graham,52,danish pop,0.742,0.479,10,-5.83,1,0.0551,0.29,0.0,0.391,0.346,119.951,237300,4
5qaaQp6KvkEdB2q7SKQAcJ,ErruDumEllaHvad,ErruDumEllaHvad,ICEKIID,54,danish hip hop,0.922,0.708,8,-5.618,0,0.262,0.281,0.000168,0.279,0.732,104.055,148942,4
1UGQZb5PNV9GorC9NVmNYs,Når Et Lys Slukkes,3: Fresh-Fri-Fly,Nik & Jay,39,danish pop,0.63,0.8,2,-4.625,1,0.0794,0.352,0.0,0.177,0.794,74.981,314267,4
0JFhEbH1Ij9BIrO800IEIK,Orange,Orange,Tobias Rahim,50,danish pop,0.681,0.493,9,-7.218,1,0.0311,0.524,0.0,0.0689,0.616,95.736,191093,4
1NgeW6kFhdqAvEKgKYhf1s,Paris,Paris,Lord Siva,45,danish hip hop,0.818,0.533,6,-6.05,0,0.0428,0.151,6.66e-06,0.133,0.774,114.97,170645,4
6qugZRudJra2c5JIvHO7Xn,Happy Home,Lukas Graham (Blue Album),Lukas Graham,42,danish pop,0.724,0.426,3,-5.218,0,0.0436,0.56,0.0,0.0918,0.415,128.061,217378,4
3LyOoM4J9QzrD0GbPuzEyz,Ung Kniv,Solkongen,The Minds Of 99,50,danish alternative rock,0.472,0.966,9,-3.627,1,0.0924,0.00239,3.12e-06,0.83,0.384,145.987,231583,4
5fS3B6lae85C2rA8jPfoE2,DRØM MIG VÆK,DRØM MIG VÆK,D1MA,57,danish hip hop,0.796,0.602,4,-8.635,0,0.135,0.134,2.83e-06,0.0829,0.409,133.018,163534,4
1UTeDUAusifkVapsAZxbSc,Tak For Sidst,MELLEM HIMMEL & JORD,Gobs,58,danish hip hop,0.813,0.616,7,-4.5,1,0.218,0.0868,0.0,0.115,0.693,134.948,155511,4
0qA2qykpcGdVl3tiiYum4g,Blå Himmel (feat. Hans Philip),BO4L,KESI,57,danish hip hop,0.743,0.529,3,-5.292,1,0.107,0.2,0.0,0.244,0.505,102.027,228590,4
5x6ggDM895CRGHxS3dwRHz,Solhverv,Solhverv,Lord Siva,51,danish hip hop,0.81,0.674,2,-6.251,0,0.0446,0.00792,1.45e-05,0.0527,0.834,139.949,213125,4
5xbVoqGASUuEV2mp5LXrRz,En Dag Tilbage,Nik & Jay 2,Nik & Jay,52,danish pop,0.748,0.492,10,-6.264,0,0.0449,0.522,5.11e-06,0.163,0.349,93.009,267440,4
3ZsAluSu04Fd3LVZzLtv2B,Vi 1,Vi 1,Tobias Rahim,53,danish pop,0.685,0.828,0,-5.441,1,0.0391,0.138,0.0,0.171,0.411,129.994,169600,4
6mFCdvzQMgTlqJfY5NRIia,Look Into My Eyes,Closer Than Veins - Deluxe Edition,Outlandish,34,Not categorized,0.719,0.725,6,-5.69,1,0.108,0.103,0.0,0.389,0.818,95.969,243347,4
3neYAjvKDOfvBUpIgReOkC,MOONLIGHT,EV1GT&ALT1D,D1MA,59,danish hip hop,0.714,0.492,8,-8.252,0,0.209,0.566,0.0,0.325,0.557,118.987,197043,4
3D0VPp6nCN9dsyUjFv2BvP,Hurtige Hænder - Acoustic Version - Moyo Live P3,Hurtige Hænder (Acoustic Version - Moyo Live P3),The Minds Of 99,55,danish alternative rock,0.419,0.259,7,-14.836,1,0.0359,0.459,0.0,0.711,0.294,126.891,251633,4
0T8dNUoyjJHM2zDgIPK83L,Pregnant,Slush Hours,Phlake,47,danish pop,0.498,0.623,5,-5.136,0,0.308,0.401,0.0,0.092,0.694,79.154,220933,4
4EKSw9Jzun2WFvjm2HU58X,Flyvende Faduma,Når sjælen kaster op,Tobias Rahim,56,danish pop,0.686,0.779,7,-5.907,1,0.0316,0.0636,5.42e-06,0.383,0.557,75.0,198659,4
5dNSfOZb6AlEF0Xg6C970o,Uden Dig,Dansktop,Ukendt Kunstner,62,danish hip hop,0.732,0.737,1,-7.234,0,0.115,0.31,0.000223,0.0906,0.88,163.084,191342,4
103dSvGgdVisdi7OAqdihj,"Det´ kun vigtigt, hvad det er",Jeg venter i lyset,Guldimund,58,danish indie,0.547,0.393,4,-7.697,0,0.03,0.428,0.0,0.132,0.328,120.806,199930,4
35C2waltlc5ymcJuBayTDg,Solkongen,Solkongen,The Minds Of 99,49,danish alternative rock,0.374,0.427,2,-7.552,1,0.0285,0.772,0.000198,0.121,0.257,140.428,194451,3
2sxqIvqefGLMcmldv2lFx9,Kommer igen,Kommer Igen,Nik & Jay,46,danish pop,0.701,0.637,9,-6.733,0,0.0283,0.26,0.0,0.0994,0.444,115.015,221000,4
3aQzeklWllLWZSH4xk7Udj,I KNOW,I KNOW,D1MA,63,danish hip hop,0.844,0.674,4,-6.09,0,0.091,0.039,0.0,0.1,0.319,113.973,189474,4
0pOcQ4GVseflTKsy1c2dfX,Du Kan Gøre Hvad Du Vil - Radio Version,Du Kan Gøre Hvad Du Vil,Christian Brøns,40,danish pop,0.522,0.779,9,-5.862,0,0.0287,0.236,0.0,0.34,0.518,88.989,220333,4
2rfl7SRwfel3gNhXBmL60u,Verden Vågner (feat. Saveus),Suave World,Gilli,58,danish hip hop,0.565,0.764,5,-5.452,0,0.306,0.371,0.00192,0.123,0.734,94.686,156137,4
33frkbGSt6bbfj2Nqo9i1p,Smuk som et stjerneskud,Wings Of Love,Brødrene Olsen,46,classic danish pop,0.738,0.824,2,-5.238,1,0.0536,0.258,4.23e-05,0.286,0.795,104.032,183493,4
5PIiJ3kodpPftCM6alodDE,All In (feat. Lamin),All In (feat. Lamin),Blæst,51,danish pop,0.67,0.727,1,-5.311,1,0.323,0.239,0.0,0.358,0.695,101.709,176430,4
1mLiW0DfcGvUZqaNZo4jPd,Laugh 'n' a 1/2 - 2009 - Remaster,Riskin' It All (2009 - Remastered),D-A-D,52,danish alternative rock,0.596,0.657,5,-7.021,0,0.0307,0.643,0.0,0.127,0.743,129.871,212160,4
6s7taLMkFDBlqQ1YWHqloy,Kongens Have,Ingen Andre,TopGunn,52,danish hip hop,0.688,0.723,0,-6.657,0,0.0351,0.0102,0.0,0.236,0.355,104.051,214155,4
2MDw2DwUDTAhexLMREWsYW,Oh My God,OFF,Saint clara,53,danish pop,0.636,0.557,7,-6.086,1,0.21,0.304,2.39e-05,0.24,0.263,74.792,159886,4
3id2EVGKc3eFAMn9nFnB0r,Love Someone,3 (The Purple Album),Lukas Graham,60,danish pop,0.538,0.409,9,-6.581,0,0.0505,0.172,0.0,0.11,0.265,171.838,205440,4
4VV8ARQQT9mDiXlAu5cOnX,Et Sidste Kys (feat. Julie),3: Fresh-Fri-Fly,Nik & Jay,46,danish pop,0.702,0.58,0,-7.256,0,0.193,0.499,0.0,0.07,0.427,92.998,227453,4
672amoeenDyj593OhDRgak,Angel Zoo,Slush Hours,Phlake,51,danish pop,0.669,0.683,0,-5.214,1,0.173,0.207,3.99e-06,0.171,0.452,80.022,159720,4
6hfd87ZTyziYGNdA7HYMv9,Hope This Song Is For You (From the Netflix Film ‘A Beautiful Life’),Hope This Song Is For You (From the Netflix Film ‘A Beautiful Life’),Christopher,44,danish pop,0.565,0.339,6,-8.197,1,0.0305,0.691,0.0,0.0982,0.461,79.518,155370,4
686VTMfERxRJHivklJhayv,Tættere På Himlen (feat. Nik & Jay),Burhan G (Special Edition),Burhan G,49,danish pop,0.74,0.554,8,-9.341,0,0.0684,0.221,0.0,0.0967,0.623,130.002,286013,4
4XhW9iOypxiiNyIMpirPFv,Mucki Bar,Når sjælen kaster op,Tobias Rahim,54,danish pop,0.785,0.739,8,-6.374,0,0.0346,0.113,0.0,0.149,0.742,136.942,179783,4
3lt2vb4iuIJrvIccs2IlBU,hvad skal verden med sådan en som mig?,hvad skal verden med sådan en som mig?,andreas odbjerg,53,danish pop,0.571,0.5,2,-10.296,0,0.0277,0.462,2.02e-05,0.281,0.316,97.628,166000,4
2RZR8wqqR80uoYBnM3sP3b,Smukkest På En Søndag,Klarsyn,Joey Moe,45,danish pop,0.827,0.454,11,-4.803,1,0.0785,0.178,0.0,0.0751,0.415,78.062,205635,4
7LsORW4YwWQ1IWTjSHchVy,Under Stjernerne På Himlen,Mer End' Kærlighed,Rasmus Seebach,54,danish pop,0.681,0.293,9,-9.376,1,0.0294,0.778,0.0,0.113,0.387,85.914,173907,4
7gcWCnrkJb6NVEwi1oHfeS,Flyvere i natten - 2011 - Remaster,Kielgasten,Kim Larsen,47,danish pop,0.593,0.656,2,-9.881,1,0.0273,0.0834,0.00632,0.128,0.457,122.157,178840,4
2DK9tcwyNbAVWefmh7c53O,I Only Ask of God,Closer Than Veins - Deluxe Edition,Outlandish,30,Not categorized,0.465,0.689,8,-4.771,0,0.0736,0.253,0.0,0.427,0.753,83.186,221867,4
62Fi9fQwvzuUrIFc3IC5jU,Din For Evigt,Din For Evigt,Burhan G,43,danish pop,0.435,0.788,0,-3.963,0,0.0413,0.157,0.0,0.0807,0.242,165.858,260427,4
5FOamJTVE7MYt2eMZE4MYh,Mod Solnedgangen,Engle Eller Dæmoner,Nik & Jay,52,danish pop,0.679,0.84,1,-4.944,0,0.163,0.0745,0.0,0.0886,0.718,184.003,256747,4
0SqK0ouAOyJUtINNW7pmfU,"Den jeg elsker, elsker jeg",Gamle Flammer,Søs Fenger,48,classic danish pop,0.768,0.74,5,-6.324,1,0.0693,0.308,2e-06,0.105,0.837,112.251,277533,4
25mwOFib6ODcPBRU7Btnn8,Tilbage Hvor Vi Var,Du Kan Gøre Hvad Du Vil,Christian Brøns,37,danish pop,0.421,0.765,8,-4.816,0,0.0401,0.00379,0.0,0.146,0.341,166.033,250160,4
10rvYtC2RgCO57XJ00Y7kS,Den Jeg Er,Rasmus Seebach,Rasmus Seebach,43,danish pop,0.676,0.5,10,-9.794,1,0.0499,0.015,0.0,0.366,0.581,151.974,281907,4
2VhUoRSJ8kcuPA8yBA3ay0,Vi Gør Det Vi Kan Li,Vi Gør Det Vi Kan Li,Dodo & the Dodos,32,classic danish pop,0.642,0.932,6,-5.313,1,0.0589,0.00609,0.000399,0.319,0.767,137.981,289895,4
5iVIQLVaxtgTmRAEpUkrXh,Let Your Fingers Do The Walking - Remastered,Glamourpuss,Sort Sol,47,danish pop rock,0.313,0.389,2,-10.158,1,0.0333,0.404,0.375,0.21,0.143,172.249,280133,4
7tnWTx0bXHI3tW5gnrbGDE,Indianer,Tiden Er Klog,Tøsedrengene,50,classic danish pop,0.779,0.744,9,-5.651,1,0.0434,0.287,6.62e-05,0.0908,0.898,147.195,251280,4
5b1KJwt6MWxVmLzKqOUh81,Tarzan Mama Mia - 2012 - Remaster,Guld & Grønne Skove - Greatest [Remastered],Kim Larsen,51,danish pop,0.642,0.833,0,-6.719,1,0.0273,0.0414,0.00727,0.365,0.73,134.306,191800,4
0Mo3Jmq9uU1QJyhZu4DkR5,smugryger,smugryger,andreas odbjerg,50,danish pop,0.841,0.541,8,-7.567,0,0.0425,0.162,2.59e-05,0.0568,0.813,140.039,163254,4
6ImP4OQ986Bed0EL3XOlFo,Terrier,Terrier,Ida Laurberg,52,danish pop,0.533,0.693,11,-5.646,0,0.038,0.343,1.32e-06,0.428,0.302,85.294,200500,4
06bMZsOQ6qQGHCTeM9r9bU,Danser Med Piger,Danser Med Piger,Danser Med Piger,53,danish pop,0.75,0.726,9,-6.244,1,0.0348,0.000177,2.48e-05,0.22,0.673,126.013,168849,4
2d0qsULaWlQMZ13jlPRA1d,Dronning Af Månen,Dronning Af Månen,Pil,51,danish indie pop,0.706,0.595,8,-7.112,0,0.0305,0.147,0.0,0.292,0.549,108.994,205881,4
6FvyN8jVNDNsOREm5VDlex,Midt om natten,Midt Om Natten,Kim Larsen,50,danish pop,0.95,0.382,10,-9.425,1,0.0495,0.333,0.00825,0.0798,0.607,115.93,262680,4
3rH9RyyNA07aCTlxjpNkOk,Danmark,78'eren (Shu-bi-dua 5) [Deluxe udgave],Shu-Bi-Dua,46,classic danish pop,0.684,0.82,4,-6.191,1,0.0301,0.0147,1.24e-05,0.152,0.883,128.822,197133,4
49clGe0PtbYUx3vB7tyk3A,All My Love,Natsværmer,Rocazino,56,classic danish pop,0.773,0.627,4,-6.037,0,0.0316,0.00614,3.13e-06,0.0963,0.666,129.464,214320,4
1FtJYUnbmRScX8W749QP5t,Jonathan - 1995 - Remaster,For Fuld Musik,Back To Back,38,classic danish pop,0.612,0.716,6,-5.999,1,0.0324,0.224,0.0,0.0467,0.727,83.945,242640,4
0BGEImCBesJKIm5kZ0fOkH,STOR MAND (feat. Andreas Odbjerg),Når sjælen kaster op,Tobias Rahim,58,danish pop,0.667,0.671,5,-6.097,1,0.0466,0.178,0.0,0.19,0.493,145.975,182816,4
7iuM7vnvSjX9qqcuFtij1T,føler mig selv 100,føler mig selv 100,andreas odbjerg,51,danish pop,0.811,0.516,0,-6.96,0,0.0321,0.268,0.000637,0.0861,0.451,112.937,207289,4
6P8HH4mh0jmGlOhHwAkY5o,Jeg Ka' Rigtig Godt Li' Dig (feat. andreas odbjerg),Jeg Ka' Rigtig Godt Li' Dig (feat. andreas odbjerg),Ida Laurberg,56,danish pop,0.739,0.771,5,-6.358,0,0.0616,0.152,0.0,0.16,0.808,89.978,186242,4
2azjvC3naXAE7O7VM1jjLR,Jutlandia - 2011 - Remaster,Forklædt Som Voksen,Kim Larsen,50,danish pop,0.711,0.689,2,-8.922,1,0.0297,0.102,2.97e-06,0.115,0.843,124.742,236360,4
04kxX891Xqb7ynQs4adU21,Uden Forsvar,De her dage,Marie Key,53,danish pop,0.792,0.66,6,-5.844,1,0.0279,0.185,4.16e-05,0.043,0.511,140.018,175093,4
4cwipyLLmLtqsOhFP8EkCS,Malaga,Helmig Herfra,Thomas Helmig,48,classic danish pop,0.5,0.393,0,-8.014,1,0.0314,0.648,0.0,0.215,0.52,72.137,256747,4
598JrQyHZ5oviov9RFjsM8,Kom Tilbage Nu,Danseorkestret (Deluxe),Danseorkestret,49,classic danish pop,0.758,0.867,9,-5.813,0,0.0966,0.0208,6e-06,0.0772,0.76,109.957,300800,4
6RHoaiy0ybZtt8STSr5IOU,Den lille løgn,1996,Sanne Salomonsen,34,classic danish pop,0.29,0.84,2,-5.924,1,0.0573,0.000164,2.47e-06,0.117,0.606,188.124,255698,4
6CE9zIa4JUNOxSpnc4m3E3,Den Røde Tråd,Shu-bi-dua 1-9,Shu-Bi-Dua,37,classic danish pop,0.712,0.632,7,-6.489,1,0.0581,0.0294,0.000109,0.0872,0.612,126.089,203347,4
4QiH0Y1Vsy5O7kFsvgp4kV,Be Bab A Lu La,Nutidens Unge,TV-2,36,danish pop rock,0.783,0.704,6,-11.377,1,0.0618,0.478,0.0,0.0779,0.765,142.099,280600,4
4pllRPq45GBTFQ1PFUgyLd,Millionær,Mer End' Kærlighed,Rasmus Seebach,50,danish pop,0.629,0.686,9,-4.23,1,0.044,0.295,0.0,0.12,0.547,84.095,269053,4
1kfDQUkyRMGoKScToxTIcM,Forårsdag,De Bedste,Anne Linnet,36,classic danish pop,0.586,0.41,9,-7.322,1,0.0278,0.771,0.0,0.168,0.363,144.341,245973,4
50AxiC3BtFroS3TBSYy8cb,Papirsklip,Guld & Grønne Skove - Greatest [Remastered],Kim Larsen,35,danish pop,0.775,0.743,0,-8.166,1,0.0285,0.329,0.00066,0.33,0.856,119.282,202347,4
1D9P6P6yR4LB3Cq0ozn8ZE,Under Din Sne,Under Din Sne,The Minds Of 99,44,danish alternative rock,0.511,0.879,0,-4.162,1,0.0327,0.0336,0.000607,0.0846,0.313,143.941,264336,4
42uGEQZ2y3B8vkGftg4xbA,Magi I Luften,Sixteen Greatest,Halberg - Larsen,44,classic danish pop,0.417,0.557,4,-10.35,1,0.0328,0.0626,2.75e-06,0.28,0.622,154.232,211667,4
5HjIGzesTt8dwTgy8z7KRf,Stupid Man,Stupid Man,Thomas Helmig,50,classic danish pop,0.679,0.876,5,-4.92,1,0.0273,0.046,1.65e-05,0.38,0.76,124.662,206600,4
4dHrLBr82SefZNIQ5GQla4,Færgemanden,Udenfor Sæsonen,Johnny Madsen,41,classic danish pop,0.745,0.653,7,-12.7,1,0.0418,0.163,0.000427,0.232,0.962,145.168,245960,4
5dOLPIKkKO8mkAVoxnIC26,Walking on Water,For Fuld Musik,Zididada,35,classic danish pop,0.789,0.718,6,-11.606,1,0.0392,0.179,0.0,0.118,0.967,122.972,249933,4
2XxRgaOO73AtKS3bPciDSL,Første Dag,Første Dag,Benjamin Hav,63,danish hip hop,0.788,0.585,11,-8.424,0,0.0548,0.16,0.00527,0.11,0.613,121.996,193712,4
1QumWi19xh7JIlDN5mbOtH,Over Byen,NOAH,NOAH,51,danish pop,0.645,0.765,3,-6.512,1,0.0477,0.0901,8.44e-06,0.114,0.544,120.009,244613,4
0q01qiR8yV9oCUYBF4V6hn,Op og ned,Thomas Helmig - PastForward,Thomas Helmig,32,classic danish pop,0.551,0.692,4,-8.228,0,0.0272,0.00892,0.0,0.157,0.48,74.972,260640,4
2Dkvc3GhyWfrxfmcIrIoWN,It's After Dark,Special,D-A-D,24,danish alternative rock,0.464,0.52,6,-14.453,0,0.0342,0.00173,6.07e-05,0.652,0.364,125.987,231907,4
5MzphLubufqPp6GYQAjhQD,The Second You Sleep,The Second You Sleep,Saybia,56,danish pop rock,0.373,0.454,4,-6.028,1,0.0312,0.216,0.0,0.361,0.113,71.682,257200,4
2hU5JyCJdlAObBqa9mArPe,Vilde Kaniner,Den Blå Hund,Gnags,44,classic danish pop,0.722,0.802,4,-11.793,0,0.11,0.277,0.00154,0.0552,0.813,177.891,253000,4
6NE7XlWVSwFenNMXeGiD7n,Off To See The World,Off To See The World,Lukas Graham,40,danish pop,0.88,0.764,8,-5.393,1,0.147,0.0128,8.98e-06,0.267,0.703,106.998,184013,4
3JprOmlrE5qAZQg8GusCOo,Jeg Vil Ha' Dig For Mig Selv,Burhan G (Special Edition),Burhan G,50,danish pop,0.646,0.883,7,-4.567,1,0.055,0.00077,0.0,0.335,0.54,97.723,224973,4
44OfLc9xebeUK8qvxkezXA,Udenfor Sæsonen,Udenfor Sæsonen,Johnny Madsen,45,classic danish pop,0.725,0.708,2,-12.12,1,0.0368,0.0356,2.78e-05,0.297,0.962,142.081,248160,4
2x8ukHCsfOs7zedXLUsVP7,Overgir Mig Langsomt,Toppen Af Poppen 3 - Synger SANNE SALOMONSEN,Mads Langer,46,danish pop,0.412,0.388,9,-8.681,0,0.0375,0.713,0.0,0.409,0.277,100.657,203293,4
6ibUMABVFes5UDfhdtB5s9,The Day After Tomorrow,Saybia,Saybia,37,danish pop rock,0.459,0.772,11,-5.131,0,0.0263,0.00938,0.0,0.137,0.35,75.949,234307,4
1Pp38HMZWSLSiUQB6RwtSP,Endeløst,Lige Her Lige Nu (Deluxe Version),Rasmus Walter,41,danish pop,0.478,0.805,5,-5.189,0,0.0364,0.00507,0.0,0.369,0.493,83.92,200714,4
0ThRTkzCvUolgkkqrBw0MD,Good Together,Limbo/Lagune,Scarlet Pleasure,44,danish pop,0.804,0.522,10,-7.778,0,0.0869,0.655,0.0,0.11,0.729,98.003,217678,4
4iArHiBejqLpJBKzok0EC3,Kald det kærlighed,Lars Lilholt Band,Lars Lilholt Band,44,classic danish pop,0.57,0.682,10,-7.864,1,0.0298,0.0739,0.0,0.354,0.747,129.044,201187,4
03JWulDUJ44wH1g1VYRLmv,Lidt I Fem,Rasmus Seebach,Rasmus Seebach,51,danish pop,0.73,0.76,11,-4.281,0,0.03,0.0396,0.0,0.442,0.799,113.011,223973,4
2CLv0oSPjs3vvwJWCJEu25,Barndommens Gade,Barndommens Gade,Anne Linnet,45,classic danish pop,0.741,0.512,8,-12.613,1,0.0404,0.221,0.000601,0.0448,0.896,137.441,308547,4
5i64qUf9pDvBeGefmitLQ8,Sømand af Verden,Sømand af Verden,Dodo & the Dodos,44,classic danish pop,0.637,0.9,7,-5.691,1,0.0311,0.0131,8.28e-05,0.057,0.601,120.019,277402,4
5TkQVGWY4h2wZ9QGk4Okl2,"Ikke I Nat, Ikke Endnu",Din For Evigt,Burhan G,38,danish pop,0.533,0.59,4,-7.37,1,0.0313,0.195,0.0,0.126,0.186,83.961,240533,4
1m1rqa4NnCxLvznSTYfwQD,No Promises,Confessional,Bryan Rice,41,danish pop,0.525,0.645,4,-5.856,1,0.0307,0.225,0.0,0.0944,0.192,79.024,234240,4
0J3LsonEK3aD0oozS9EBWJ,Drømmer Jeg,Johnny Deluxe,Johnny Deluxe,52,classic danish pop,0.522,0.895,6,-3.673,0,0.0616,0.0242,0.0,0.049,0.536,149.931,199360,4
20QlpBMkKhWYKsxofvN69M,En som dig - 1995 - Remaster,Back Again,Back To Back,37,classic danish pop,0.685,0.706,11,-6.574,1,0.0332,0.0282,4.59e-06,0.0948,0.733,101.83,240640,4
0TqhWqqCmrXqDa6yHCUgks,Ramt I Natten,Ramt I Natten,Lizzie,46,Not categorized,0.725,0.758,0,-5.628,0,0.0316,0.203,0.0,0.251,0.962,117.001,209920,4
2lxvM01hWQqNgcjWZrwOFt,Tag Hvad Du Vil (feat. Burhan G),Ankerstjerne (Bonus Version),Ankerstjerne,48,danish pop,0.673,0.825,10,-5.473,1,0.126,0.128,0.0,0.0715,0.68,87.519,205676,4
7iMHrq78z4ue6li3p8QKRr,Vi To,Velkommen Til Medina,Medina,56,danish pop,0.668,0.702,0,-5.154,1,0.0321,0.0759,0.0,0.0902,0.327,124.976,239480,4
2IgGEtoCZUJr1qvz4XZojL,Olivia,Ingen Kan Love Dig I Morgen,Rasmus Seebach,50,danish pop,0.651,0.694,1,-5.741,1,0.0357,0.181,0.0,0.0559,0.802,161.993,224040,4
4LXIAEe2AQfLoc49zGJ0oN,Gi Mig Hvad Du Har,Dodo & The Dodos Upgrade,Dodo & the Dodos,44,classic danish pop,0.671,0.81,3,-7.298,1,0.0321,0.264,0.00129,0.0557,0.597,105.008,243643,4
2xB2iRyV17r7D4FGZLlieO,Mr. Swing King,Mr. Swing King,Gnags,43,classic danish pop,0.639,0.772,0,-9.495,1,0.0316,0.066,3.66e-05,0.148,0.911,144.056,290867,4
5ZuXgk0enEvv2HlnUe2rj3,Sleeping My Day Away - 2009 - Remaster,No Fuel Left for the Pilgrims (2009 - Remastered),D-A-D,53,danish alternative rock,0.449,0.62,8,-15.272,1,0.0412,0.00922,7.44e-06,0.0724,0.692,145.832,263240,4
6JJeYjLr2JzX29EjabqV0k,Kalder Mig Hjem,Din For Evigt,Burhan G,46,danish pop,0.554,0.532,1,-5.243,1,0.0287,0.153,0.0,0.235,0.555,81.054,213240,4
03izwX5zArWwRPVB9lNtSx,Limbo,Limbo/Lagune,Scarlet Pleasure,44,danish pop,0.857,0.656,4,-8.256,0,0.215,0.62,0.000102,0.0885,0.688,102.924,190903,4
7CNCYcc5D7ViFS4fsWe3B6,Det Er Mig Der Står Herude Og Banker På,Vejen Væk,Thomas Helmig,47,classic danish pop,0.68,0.744,9,-8.775,1,0.0309,0.102,0.0,0.0317,0.807,82.973,209773,4
1rRcFwE1ydO2Y5jSmk1UIs,Jeg Vil La' Lyset Brænde,Too,Ray Dee Ohh,52,classic danish pop,0.621,0.692,9,-8.376,1,0.0283,0.00109,0.000693,0.362,0.509,127.032,272560,4
7JKjqmSdyPRzc49CouId13,Nattog (feat. Bjørnskov),Ankerstjerne (Bonus Version),Ankerstjerne,44,danish pop,0.638,0.835,2,-5.429,1,0.154,0.0584,0.0,0.0969,0.593,91.994,203160,4
00xE0XQaGE9ScphTFr0PJM,Flawless,"All The Time, Sometimes",Mads Langer,39,danish pop,0.744,0.598,11,-7.102,0,0.0273,0.03,0.0,0.121,0.502,110.006,208643,4
7GUEu5mRWJEItfmr9XJEFi,Alt Er Forbi,NOAH,NOAH,48,danish pop,0.511,0.686,0,-6.166,1,0.0306,0.0874,0.0,0.0822,0.349,149.927,237907,4
3oi1rngXCYy1GgZwbG129s,Bambi På Glatis,Dodo & The Dodos Upgrade,Dodo & the Dodos,35,classic danish pop,0.611,0.89,7,-3.985,1,0.0347,0.0018,0.0,0.132,0.946,145.948,217015,4
43jK7qyJgxFIDSDbTeIjZ6,I Made It (feat. Andreas Odbjerg),I Made It (feat. Andreas Odbjerg),JOSVA,12,danish hip hop,0.591,0.675,7,-7.288,1,0.0314,0.0178,0.0,0.398,0.55,137.921,209924,1
5AmFAxI481dXAPtOZmXxgo,Godthåbsvej,Godthåbsvej,URO,59,danish pop,0.696,0.577,0,-7.572,1,0.032,0.103,0.0,0.152,0.38,130.007,199352,4
6KliOBbtUUSwHHFjDzYVPe,Knuser Hjerter,Knuser Hjerter,Annika,64,Not categorized,0.684,0.548,5,-8.215,0,0.228,0.424,1.16e-06,0.194,0.437,123.885,207021,4
7jnKJJB0H7Pl3uyw9ifY7X,Storebæltsbroen,Storebæltsbroen,Guldimund,63,danish indie,0.644,0.752,0,-5.673,1,0.0894,0.107,0.0,0.164,0.644,151.912,179034,4
1knZ2cJRHNUeEidZvhypRm,Alt Det (feat. Noah Carter),Alt Det (feat. Noah Carter),Thor Farlov,66,danish pop,0.726,0.811,2,-3.632,0,0.0432,0.178,2.24e-06,0.288,0.341,99.039,178366,4
1GJLUl8G9AEvZ3W5zFEQ54,Et For Dig,Et For Dig,Mumle,54,Not categorized,0.698,0.711,7,-6.246,0,0.0802,0.11,0.0,0.164,0.636,147.984,162996,4
2fPIqRfy3iZIFwycVk8J90,Regn,Regn,Østen,55,Not categorized,0.619,0.499,3,-8.818,0,0.0336,0.197,0.000114,0.275,0.24,80.028,222538,4
1b4EXBzooRSOuQFGJaZOe8,Gangen,Hvis Du Tør At Drømme,Pil,52,danish indie pop,0.705,0.586,7,-8.607,0,0.0406,0.24,0.0854,0.124,0.224,113.952,193217,4
5O2NovuSaij0nsULxUt8V5,Baglæns,Sytten,Ella Augusta,2,Not categorized,0.64,0.88,1,-4.69,1,0.0852,0.316,0.00799,0.197,0.778,172.517,189918,4
4fUlBVnFgas5oa4GKajwct,Det Ligner Du Danser,Det Ligner Du Danser,Rasmus Walter,2,danish pop,0.747,0.811,1,-4.166,1,0.0319,0.0222,0.0,0.193,0.644,132.949,178647,4
0twnZu2JhBywPQBOX92gSl,For Altid,For Altid,TopGunn,54,danish hip hop,0.575,0.561,8,-8.065,0,0.253,0.103,0.0,0.102,0.901,101.423,143451,3
1qy2BuZzSU0JHnGqWRwV3N,Og Du Blev Til En Hvid Fugl,Infinity Action: Kult & B-sider,The Minds Of 99,54,danish alternative rock,0.468,0.721,8,-4.854,0,0.0294,0.0557,0.00115,0.117,0.219,136.977,201480,4
5esSVR7UK3Nc7ymSOWJIc5,dagdrømmer,dagdrømmer,Mille,58,talentkonkurrence,0.7,0.545,10,-6.247,0,0.0417,0.21,0.0,0.276,0.72,140.07,170292,4
3hkuLxZEuDUdIHbNk3clqT,Internetsangen,Sytten,Ella Augusta,1,Not categorized,0.881,0.575,2,-5.282,1,0.0402,0.213,0.00128,0.12,0.799,128.03,195931,4
0andi7C0152CbwLOsV0zxA,Er Det For Sent,Allerhelst Vil Vi Elskes,URO,56,danish pop,0.676,0.748,9,-6.025,1,0.0405,0.106,0.0,0.104,0.547,142.919,170410,4
3rGYQLxtPkFSgrEPkgUX5t,Cheat Code,Cheat Code,Lukas Graham,22,danish pop,0.885,0.699,6,-3.695,0,0.0397,0.0247,0.0,0.0822,0.805,115.072,149144,4
0duVSc8MQzBa1mbcDel12P,Hvad Nu Hvis,Sytten,Ella Augusta,9,Not categorized,0.637,0.391,1,-11.385,1,0.051,0.886,0.00088,0.109,0.165,113.934,194899,4
