track_id,name,album,artist_name,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3oR0iJiqjO5onYOs8ThQa1,4 LIFE,4 LIFE,ZK,40,danish hip hop,0.871,0.757,6,-4.5,0,0.0821,0.0753,0.0,0.0556,0.726,137.126,148828,4
2Z9WRvHHXUnmHKCYoFROQc,Klaus Pagh,Elektra,Suspekt,33,danish hip hop,0.711,0.766,1,-5.838,1,0.0935,0.0258,9.12e-05,0.48,0.536,92.027,203480,4
79rd2mbxRQyqeUlL8Z45t6,Marquis,Sakrilegium,L.O.C.,37,danish hip hop,0.625,0.726,1,-7.246,0,0.312,0.269,0.0,0.495,0.575,145.883,178677,4
3d1I7oJlORvvQIN33tHOny,Smiler Til Fjender,Smiler Til Fjender,4pro,9,danish hip hop,0.547,0.634,10,-4.65,0,0.278,0.296,0.0,0.21,0.829,170.367,247188,4
73yYrBw9gVqCrjPjULqEV7,Gamle dreng,Gamle dreng,Jonny Hefty & Jøden,30,danish hip hop,0.616,0.749,0,-4.364,1,0.278,0.115,0.0,0.239,0.847,153.868,198647,4
3Osxj1qWGpFBWtW4Bk561B,5 Drenge I En Lille Bil (Specktors x Nonsens),Speckno (Specktors x Nonsens),Specktors,34,dakke dak,0.535,0.721,1,-4.311,0,0.0641,0.0618,0.0,0.228,0.266,170.002,183526,4
2yd52fQjwKXLm6CiZzxO8q,Samurai (feat. Sivas),STEPZOLOGI,Stepz,40,danish hip hop,0.824,0.645,9,-6.324,1,0.367,0.0173,2.76e-06,0.11,0.457,84.754,136309,4
0VWTSWZVask2dSMShSphvM,JUNGLE,JUNGLE,MellemFingaMuzik,44,danish hip hop,0.793,0.551,6,-5.909,0,0.0795,0.322,0.0,0.186,0.572,142.066,209266,4
50t7HyBbNHyZkECdloyRUU,Drømmen Er Vores,Drømmen Er Vores,L.O.C.,28,danish hip hop,0.612,0.709,7,-6.483,1,0.0439,0.143,0.0,0.344,0.549,171.92,205929,4
7mjd0Q95zC2n4alr9IIxBU,Tatovering,Nu,Benal,29,danish hip hop,0.775,0.377,6,-12.611,1,0.251,0.543,6.02e-06,0.263,0.638,83.967,269368,4
6B0CgvfOSE7fUcLWQBUNKz,Danmark (Suspekt & Folkeklubben),Danmark (Suspekt & Folkeklubben),Suspekt,46,danish hip hop,0.675,0.486,9,-9.24,1,0.0393,0.894,0.00116,0.137,0.0458,128.478,244479,4
2trlhzYZ6QzFWzoPbR1l0H,Benzin,Benzin,Jooks,18,danish hip hop,0.627,0.723,2,-7.599,1,0.313,0.125,0.000461,0.176,0.631,82.927,198057,4
55tzGLYgoN9YVaYXho5Ehh,Vest for København,Vest for København,Kaliber,37,danish hip hop,0.82,0.625,4,-6.118,0,0.0775,0.00803,0.0,0.131,0.418,92.015,244760,4
7nE4U3ILopI617knTp9NyC,A.P.MØLLER (feat. Gilli),Militant Mentalitet,MellemFingaMuzik,39,danish hip hop,0.753,0.78,5,-5.587,0,0.131,0.245,0.0,0.119,0.533,131.014,282747,4
4eM9Yrx03O2HHpYcjPS2Ow,Når Du Kigger På Mig (feat. Clara Sofie),Benjamin Og Albert,Benal,32,danish hip hop,0.904,0.694,7,-6.532,1,0.0486,0.157,2.42e-06,0.0861,0.436,109.97,198002,4
5sRsA6Tgftopg39TefJcJ0,Ung for evigt,Libertiner (Remastered),L.O.C.,35,danish hip hop,0.494,0.781,8,-6.297,1,0.0774,0.000845,1.75e-06,0.19,0.334,128.253,200927,4
1koPLrxD2OUuQQAK5Dm9E2,Lågsus,Absolute Fitness World,Specktors,32,dakke dak,0.675,0.719,2,-4.919,1,0.0461,0.135,0.0,0.786,0.275,89.986,211164,4
1dx1QpLgunRQaFnPRebqTv,Bimmer Ella Benza,Bimmer Ella Benza,Volkan,41,danish hip hop,0.842,0.704,3,-7.712,0,0.121,0.665,0.000147,0.103,0.324,99.996,196774,4
12upFOLFbpQ5nTENWm2Glj,AMG,AMG,MellemFingaMuzik,43,danish hip hop,0.933,0.639,10,-4.967,0,0.163,0.005,4.48e-06,0.0603,0.336,98.024,153916,4
6dqW9qUD0gS3w8gdo1A6k2,Hun Blev Bare Så Glad,100% Jesus,Suspekt,40,danish hip hop,0.684,0.455,1,-7.333,1,0.187,0.153,1.68e-06,0.499,0.168,138.577,178227,4
78wRDr5Di0vdYdBfITOYVb,Øje For Øje (feat. Branco),Øje For Øje (feat. Branco),ATYPISK,36,danish hip hop,0.699,0.815,9,-5.208,0,0.367,0.122,0.0,0.136,0.595,97.914,159370,4
125sR1KTc1jCWRoKZ7ofUL,Drama,Mennesker,Marwan,25,danish hip hop,0.774,0.646,4,-7.862,0,0.174,0.371,0.00137,0.323,0.64,77.0,238253,4
0zeMVGz1ZphzggPiiaas3s,Gaden,Gaden,Fouli,38,danish hip hop,0.537,0.524,11,-7.924,0,0.333,0.00962,0.0,0.191,0.542,76.168,189466,4
4VE2UoF1fapizJEmQHK9yU,Swimmingpool,Swimmingpool / R. Kelly,Emil Stabil,34,danish hip hop,0.902,0.699,0,-6.015,1,0.277,0.0333,2.42e-06,0.0956,0.638,145.008,201724,4
3TKVwGFavxeZhGl67W2epB,S.U.S.P.E.K.T.,V,Suspekt,47,danish hip hop,0.753,0.556,10,-6.921,0,0.167,0.548,0.00544,0.111,0.495,92.129,178013,4
6GvVjWZnKgY8h8iVsjPiu5,Jeg' Fuld Hele Tiden Og Er Pisse Ligeglad Du,Jeg' Fuld Hele Tiden Og Er Pisse Ligeglad Du,De Danske Hyrder,31,danish hip hop,0.693,0.772,0,-3.324,0,0.128,0.654,0.0,0.238,0.683,86.032,169535,4
0qgqH6VqlkIXj45e5tTFCH,VERDEN VENDER,VERDEN VENDER,Branco,37,danish hip hop,0.711,0.623,6,-8.617,0,0.0679,0.0256,0.0,0.399,0.46,119.965,181161,4
1lD90svuPx704EdwPYAFgp,Momentet (feat. U$O),Libertiner (Remastered),L.O.C.,40,danish hip hop,0.638,0.973,5,-3.84,0,0.172,0.0446,0.0,0.75,0.316,90.0,230264,4
05fmafNfnSdxZpwXtk0k1i,Cinco De Mayo,STEPZOLOGI,Stepz,37,danish hip hop,0.604,0.709,9,-7.839,1,0.427,0.0301,0.01,0.311,0.524,96.109,168663,4
6vOwDZnFovhiJiQEgiePTE,Chopper Tale (feat. Branco & Gilli),Chopper Tale (feat. Branco & Gilli),ATYPISK,33,danish hip hop,0.705,0.569,9,-5.897,1,0.237,0.162,0.0,0.134,0.436,139.875,254029,4
0RcrxkcFT5FJpDgaXmzIEF,Gonzo,Sindssyge Ting,Suspekt,54,danish hip hop,0.748,0.524,1,-9.48,1,0.265,0.0286,4.51e-05,0.154,0.305,99.975,172507,4
60c8mN4GxawyL2PUrjWDNM,Over Alt,Over Alt,Emil Stabil,32,danish hip hop,0.803,0.76,5,-4.57,0,0.0683,0.0736,0.000575,0.0926,0.78,147.095,161633,4
75L2KgB1DNkjY28GVB82nS,Blodskudt,SxB På Fri Fod,Jamaika,45,danish hip hop,0.595,0.65,7,-5.931,0,0.186,0.29,0.0,0.134,0.333,78.209,347723,4
4Yo01To6e9kRQQ9zsdMErp,COCAINA (feat. Gilli),Militant Mentalitet,MellemFingaMuzik,38,danish hip hop,0.723,0.634,5,-4.609,0,0.0465,0.26,0.0,0.104,0.523,120.103,245360,4
4omUGyar1vBpoHIbik9GCf,Lige Nu (feat. Sivas),Den Anden Side,Ukendt Kunstner,42,danish hip hop,0.682,0.565,11,-7.646,1,0.109,0.0504,1.31e-06,0.11,0.166,86.971,386207,4
2hNU7ABhVaQFWwOIpmisLn,Beklager,X,Nixen,23,danish hip hop,0.643,0.659,1,-5.243,1,0.376,0.3,0.0,0.0611,0.927,129.867,243231,4
0Pn7Q6DJMeAVZbsZ7Pr3sJ,Ku Ik Se Det,179,Kaliber,32,danish hip hop,0.807,0.56,10,-6.019,0,0.101,0.114,0.0,0.218,0.61,93.015,233307,4
1tNuRv1Wcagp2f3FVcgknp,Sinaloa Stil,Sinaloa Stil,Shooter Gang,45,danish hip hop,0.846,0.6,1,-8.149,1,0.203,0.268,0.0,0.104,0.336,100.05,158400,4
1zrTET6hil9XNlRcSwRsV1,"LIV$TIL (feat. Benny Jamz, Gilli & MellemFingaMuzik)","LIV$TIL (feat. Benny Jamz, Gilli & MellemFingaMuzik)",Molo,39,danish hip hop,0.899,0.532,9,-6.014,1,0.0911,0.00431,0.0,0.102,0.375,95.02,278944,4
1hwYGaUz6V4odyt0u0QlKf,En Sang (feat. Gucci Mane),En Sang (feat. Gucci Mane),Emil Stabil,41,danish hip hop,0.874,0.573,2,-4.768,0,0.0816,0.00378,0.0,0.0612,0.46,94.989,148242,4
1UZtPx4bgd7x75fbpOvOkM,Lampeskærm,Benjamin Og Albert,Benal,40,danish hip hop,0.876,0.618,11,-7.045,0,0.0738,0.176,0.000198,0.103,0.743,127.005,192998,4
6aPSuWYuqFIfSZo61vySca,Med Mine Drenge,Jeg' Fuld Hele Tiden Og Er Pisse Ligeglad Du,De Danske Hyrder,40,danish hip hop,0.79,0.579,1,-6.008,0,0.257,0.299,0.0,0.22,0.391,91.948,214421,4
2xeiAqqHWYXQMWk6s2aQdw,Kærlighed (feat. Gilli & Kesi),A NIVEAU,ATYPISK,46,danish hip hop,0.903,0.686,2,-5.065,1,0.114,0.013,0.0,0.0484,0.686,114.98,173183,4
35PyQF7tMg1yFWqQO9TaVq,Søvnløs,Barn Af Byen,KESI,39,danish hip hop,0.794,0.499,1,-7.533,1,0.0655,0.00391,0.000192,0.14,0.14,98.96,195219,4
0jyEgENBwbqCZHMykyLWLS,Ritualet,Ritualet,Sivas,33,danish hip hop,0.861,0.457,9,-8.054,0,0.278,0.19,1.12e-05,0.0869,0.308,92.021,238125,4
2He7ZIvNyBo188a6hvS0zT,Ben,Ben,Tessa,52,danish hip hop,0.897,0.536,1,-5.612,0,0.308,0.398,0.0,0.338,0.71,92.984,176129,4
48hpkvpOaPiNB5wkTKd582,Er Det En Fugl,Er Det En Fugl,Emil Stabil,30,danish hip hop,0.845,0.742,10,-5.027,0,0.0538,0.000368,0.000693,0.332,0.486,130.114,168634,4
45090Qcz5EA6vsWraTEM0p,LØBER LÆNGDEN,LØBER LÆNGDEN,AMAL,40,danish hip hop,0.57,0.691,8,-5.985,0,0.385,0.0701,0.0,0.282,0.679,163.331,146085,4
2SSYKyGAjB056pqzEfdiwO,Stille & Rolex,Sorte Penge Hvide Lommer,Volkan,26,danish hip hop,0.762,0.717,11,-5.6,1,0.0632,0.0945,1.12e-06,0.125,0.805,119.971,184696,4
5oB5GMKQ4LOW4t7yEZcoWS,Drop Top Porsche,Drop Top Porsche,Marco Rahim,32,danish hip hop,0.794,0.558,8,-6.693,1,0.065,0.0886,0.0,0.162,0.687,96.033,161992,4
75VtuVjbcpU9XaAIsh0eGc,Øjne På Mig (feat. Kesi),$TAMINA SZN,ICEKIID,40,danish hip hop,0.626,0.53,7,-7.218,0,0.285,0.0508,0.0,0.0917,0.563,138.902,166944,5
49vQclrdXkZXMJnD0VN3qZ,Culo (feat. Branco),Kiko,Gilli,47,danish hip hop,0.9,0.66,8,-3.782,1,0.179,0.0238,1.15e-06,0.109,0.584,92.013,145872,4
51KFbujmAW3rHTZDD5heQe,Jaja,Jaja,Sivas,27,danish hip hop,0.813,0.419,1,-6.451,1,0.0632,0.41,4.78e-06,0.142,0.176,117.992,215585,4
0WOqO6BoC2IVzc2atOJHR6,Dumme Penge,Barn Af Byen,KESI,38,danish hip hop,0.865,0.421,6,-6.888,0,0.0872,0.0563,1.59e-05,0.0957,0.269,101.605,188027,4
7c6DueTr5BfxnF4RvtEccH,De Snakker,De Snakker,NODE,44,danish hip hop,0.798,0.607,11,-7.317,0,0.185,0.323,6.13e-05,0.106,0.653,119.908,208837,4
5TKuvTO4jj4trnmMnqEpoJ,London Town,London Town,Branco,53,danish hip hop,0.857,0.541,1,-7.272,0,0.283,0.419,1.36e-06,0.108,0.565,101.913,173934,4
7EnegJLbJj9VTKvSp6f8xr,Alo (feat. Carmon),Alo (feat. Carmon),Simsey,32,danish hip hop,0.64,0.496,9,-6.161,0,0.474,0.102,0.0,0.0775,0.213,169.171,148713,4
7FXfrOsoBv8AU9E7hWRTbH,Detaljen (feat. Fouli),1991,TopGunn,43,danish hip hop,0.798,0.612,5,-7.072,0,0.262,0.0705,0.0,0.127,0.792,162.015,174734,4
0fEFSHBaLwvxbSrM5HoF5h,KIDD Er Din Far,KIDD Er Din Far,KIDD,32,danish hip hop,0.705,0.597,11,-8.252,0,0.0378,0.101,0.0,0.182,0.348,119.991,206874,4
3xeTd0crL0NrfJQzfQ7fGF,Kun os to (feat. Pauline),Dansker,Jokeren,38,danish hip hop,0.469,0.762,10,-5.408,1,0.0652,0.00765,0.0,0.132,0.426,178.091,257893,4
0XvFCkqsofC8sNX0zOhFmv,Stresser af,Contra,Sivas,38,danish hip hop,0.807,0.538,10,-7.655,0,0.113,0.0404,2.87e-05,0.108,0.742,155.005,144201,4
6L6chwayZ6gfRACg5xpFww,Bando,Bando,Carmon,31,danish hip hop,0.832,0.69,3,-5.952,0,0.135,0.204,4.31e-06,0.126,0.505,105.03,168670,4
11AVYZlxCEQKT2SlYla0Ta,Uh Babe,Hvis Det Virkelig Er Vigtigt,Benal,39,danish hip hop,0.765,0.547,8,-7.023,1,0.08,0.589,4.51e-06,0.304,0.4,128.143,231680,4
27h0bXSfmLjRu1jbTqgeEe,Narcos,Nordsiden,Jamaika,36,danish hip hop,0.726,0.602,4,-5.945,0,0.0768,0.227,0.0,0.0566,0.482,141.939,196293,4
6hJRDlsnRK5o53tbhNC9VU,Pakker Bar,Pakker Bar,NODE,40,danish hip hop,0.813,0.615,11,-5.774,0,0.0528,0.0758,3.21e-06,0.0843,0.557,123.011,191908,4
22GEKk6KKUzPzzjkajBcP0,Normalt - Recorded At Spotify Studios Stockholm,Spotify Singles,Fouli,22,danish hip hop,0.904,0.448,8,-10.225,0,0.457,0.0998,0.0,0.095,0.764,107.974,159504,4
7c5Ny3skYBWh5ByNpaUcZZ,"Bølgen (feat. Benny Jamz, Gilli & MellemFingaMuzik)","Bølgen (feat. Benny Jamz, Gilli & MellemFingaMuzik)",Molo,48,danish hip hop,0.901,0.525,5,-5.456,0,0.212,0.326,0.0,0.161,0.164,134.9,300967,4
3ZspAOVQXif8QrGnNlardX,Forstår Du,Forstår Du,Levant,10,Not categorized,0.795,0.746,11,-6.645,1,0.049,0.00327,0.0,0.0607,0.324,100.02,163200,4
23nmVlNKHgCyAIIWGp8hVk,Ik Lavet Penge,Greatest Hits 2011,KIDD,38,danish hip hop,0.735,0.63,2,-4.591,1,0.0551,0.31,0.0,0.295,0.862,150.069,215653,4
4uSymfZ9xqA1Cc6C4L02ck,Saucen,Saucen,Sivas,24,danish hip hop,0.767,0.499,10,-7.019,0,0.244,0.243,0.0,0.122,0.325,84.051,184456,4
74UxMl2RwVslYvWd9cGmlL,Helt Stabil,Helt Stabil,Fouli,28,danish hip hop,0.843,0.671,2,-6.672,1,0.286,0.346,0.0,0.111,0.745,101.942,155608,4
400bxfCPbRlojar8imqNIF,Vil Du - Recorded At Spotify Studios Stockholm,Spotify Singles,NODE,24,danish hip hop,0.593,0.448,6,-10.388,0,0.0945,0.0755,0.0,0.093,0.467,145.073,165168,4
6gNQyLZeyk4JMwpsNST9bv,"Stilen Lagt (feat. Benny Jamz, Gilli & MellemFingaMuzik)","Stilen Lagt (feat. Benny Jamz, Gilli & MellemFingaMuzik)",Molo,37,danish hip hop,0.833,0.726,2,-4.105,0,0.223,0.108,0.0,0.1,0.587,120.033,300574,4
2Zx1kdFLbc8BqpVwYU6Xnw,STIK AF (feat. Gilli),Militant Mentalitet,MellemFingaMuzik,35,danish hip hop,0.615,0.497,5,-7.404,1,0.101,0.0825,1.21e-05,0.0945,0.0648,64.981,168013,4
2oWm94yLJquhA4WaWIEq3K,Capitan,Contra,Sivas,44,danish hip hop,0.761,0.611,7,-6.061,0,0.0623,0.155,0.000312,0.118,0.371,82.541,151030,4
766LoLeTbHcdVRFfSsrdZ0,Oralé Pt. 2,Oralé Pt. 2,DC,34,danish hip hop,0.786,0.597,4,-5.83,0,0.255,0.253,0.0,0.132,0.21,93.995,190282,4
5tblnpMwu2W3YQo1CidaDA,Kom igen,Kom igen,Jonny Hefty & Jøden,14,danish hip hop,0.507,0.775,10,-5.623,0,0.286,0.106,0.0,0.106,0.811,83.991,218995,4
0J9W7441lP0XRAWfrrPaIj,Ryst' Pagne,Kiddæsancen,KIDD,40,danish hip hop,0.611,0.576,7,-7.091,0,0.26,0.158,0.0,0.127,0.235,165.039,257898,4
59iEMlCecSDtur0rlSOmvX,All In,All In,Branco,50,danish hip hop,0.805,0.637,5,-5.501,0,0.0472,0.0972,0.0,0.0716,0.321,99.983,168282,4
1aa22ZREscKId9cE4rvxe3,Helt min egen (feat. Barbara Moleko),"Prestige, Paranoia, Persona, Vol. 2",L.O.C.,43,danish hip hop,0.395,0.868,1,-5.664,1,0.2,0.0812,0.00336,0.295,0.536,81.318,207723,4
31qtsTXbN7LM1xgjaeEHzt,Jailhouse (feat. Branco),Jailhouse (feat. Branco),Carmon,31,danish hip hop,0.683,0.807,1,-5.522,1,0.353,0.0564,0.0,0.219,0.658,160.178,160798,4
3rGYQLxtPkFSgrEPkgUX5t,Cheat Code,Cheat Code,Lukas Graham,22,danish pop,0.885,0.699,6,-3.695,0,0.0397,0.0247,0.0,0.0822,0.805,115.072,149144,4
43jK7qyJgxFIDSDbTeIjZ6,I Made It (feat. Andreas Odbjerg),I Made It (feat. Andreas Odbjerg),JOSVA,12,danish hip hop,0.591,0.675,7,-7.288,1,0.0314,0.0178,0.0,0.398,0.55,137.921,209924,1
7b6sWLSnbZhSIeqNGrJ4py,These Walls,Radical Optimism,Dua Lipa,48,dance pop,0.731,0.725,1,-5.117,1,0.0349,0.0361,2.49e-05,0.106,0.739,123.01,217784,4
0duVSc8MQzBa1mbcDel12P,Hvad Nu Hvis,Sytten,Ella Augusta,9,Not categorized,0.637,0.391,1,-11.385,1,0.051,0.886,0.00088,0.109,0.165,113.934,194899,4
45YtsGktecYqg2o9yeFJ5o,CHAMPIONS LEAGUE,OCHO,Merro8,18,danish hip hop,0.807,0.852,6,-4.475,0,0.116,0.106,5.91e-06,0.0432,0.956,145.052,105144,4
7ARkCctaMpssbrBp8J4w8C,Skrue Løs,Skrue Løs,Omar,11,danish hip hop,0.81,0.628,2,-7.662,1,0.109,0.1,5.88e-06,0.244,0.63,152.16,124677,4
3rY5dgQAki617xDHkqjEux,læs mig (akustisk version),dagdrømmer (akustisk version),Mille,3,talentkonkurrence,0.763,0.19,3,-12.558,1,0.0717,0.519,0.0,0.112,0.647,89.926,162573,4
1DiVt4mPAMzbv2N2Yywxs1,Falling Forever,Radical Optimism,Dua Lipa,44,dance pop,0.647,0.826,6,-5.466,0,0.0867,0.0181,7.23e-06,0.118,0.346,129.954,223096,4
1NpIUD4KqHaMT91kw0YV40,Honey Boy (feat. Nile Rodgers & Shenseea),Honey Boy (feat. Nile Rodgers & Shenseea),Purple Disco Machine,29,deep house,0.724,0.8,5,-5.468,0,0.0541,0.0103,9.38e-05,0.0823,0.925,119.984,227283,4
4pkb8SbRGeHAvdb87v9rpf,Miles On It,Miles On It,Marshmello,35,brostep,0.634,0.761,5,-4.752,1,0.0472,0.00537,0.0,0.549,0.785,129.963,168454,4
0JNcgsLk3Zdxgu75aGppmH,Forbidden Fruit,Forbidden Fruit,Leigh-Anne,26,Not categorized,0.554,0.646,3,-5.831,0,0.277,0.311,0.0,0.302,0.501,176.723,142706,4
4kY3cAWzzKVn3ZmYfOOJul,Feeling Good - triple j Like A Version,Feeling Good (triple j Like A Version),RAYE,24,uk contemporary r&b,0.407,0.15,9,-12.007,0,0.0539,0.917,1.44e-06,0.12,0.107,94.005,239300,3
7C7r9Nx5Qn1Pdcy58KCq5c,Rewired,Enter,Thea Dora,5,Not categorized,0.633,0.906,1,-5.543,0,0.0884,0.114,6.58e-05,0.118,0.339,144.982,178247,4
2VpKBfkqAZr1iAwwg8AGDO,Right Here,Right Here,Becky Hill,42,pop dance,0.488,0.936,11,-0.714,1,0.0452,0.011,2.31e-06,0.0798,0.325,174.749,179015,4
76ebYJn6WUdOZuYvlqka5r,Færdig Med Pis?,Færdig Med Pis?,Jung,5,danish pop,0.749,0.694,2,-4.672,1,0.034,0.00439,0.0,0.338,0.85,137.035,172129,4
4fUlBVnFgas5oa4GKajwct,Det Ligner Du Danser,Det Ligner Du Danser,Rasmus Walter,2,danish pop,0.747,0.811,1,-4.166,1,0.0319,0.0222,0.0,0.193,0.644,132.949,178647,4
5H4y5thHDJUAxwiclrSXc1,Sacrifice Tomorrow,Sacrifice Tomorrow,Alec Benjamin,30,alt z,0.705,0.685,4,-5.098,0,0.0453,0.103,3.16e-05,0.375,0.543,119.995,145622,4
7dDiWyUz9q1m1EvfmcMYo3,Restless Peace,Restless Peace,Nicklas Sahl,3,danish pop,0.683,0.761,2,-6.065,1,0.0471,0.0864,2.32e-05,0.0789,0.721,100.063,167145,4
5dW6xw7ona67t69V9iZXEC,Måske Har Det Været Så Godt Som Det Bli'r,Sytten,Ella Augusta,5,Not categorized,0.579,0.709,2,-7.605,1,0.047,0.663,0.00074,0.116,0.327,91.286,213189,4
3vfwoAAkvqlEQU9xmMgvVb,F U,F U,Bazzi,25,pop,0.606,0.869,2,-3.207,1,0.283,0.223,0.0,0.307,0.811,170.181,131294,4
2JO7CpZKggHArL31IKRpZx,Close Calls,Breakfast EP,Quinn XCII,20,indie pop rap,0.868,0.503,2,-7.566,1,0.044,0.149,0.0,0.343,0.777,103.942,161208,4
73c7iqH4lCVqu4tm66i0tY,Risk,Risk,Gracie Abrams,71,alt z,0.727,0.491,3,-6.031,0,0.0592,0.498,0.0,0.133,0.471,113.027,191567,4
24N1h7w6arNjmwuUFk0lc4,To The Moon,To The Moon,Meghan Trainor,30,hip pop,0.607,0.528,6,-6.051,1,0.0501,0.142,8.74e-06,0.355,0.553,134.921,148666,4
7LJmjOVuQWui5qdrVWeKDx,Queen of the Night,Queen of the Night,Aden Foyer,18,Not categorized,0.306,0.722,11,-5.181,0,0.0461,0.00808,0.0,0.157,0.225,174.57,211891,4
1NyBPzOrwoUMjyGreMnmzo,GARANTI (feat. Jamaika),OCHO,Merro8,18,danish hip hop,0.657,0.458,7,-5.762,1,0.159,0.185,0.0,0.102,0.456,120.077,171250,4
0QUavh8qOxWeGutYZHgymz,Unsure,Unsure,Alan Walker,38,electro house,0.597,0.725,4,-4.891,0,0.0716,0.00127,0.0,0.366,0.623,130.054,168999,4
1joLEIIJU5bvxJOF6hp9FF,7 Days,Enter,Thea Dora,5,Not categorized,0.573,0.631,8,-9.07,0,0.0535,0.00565,0.00124,0.208,0.435,126.019,204742,4
6CtM6g3aZ5MfGwAY1d5kli,Tight,Tight,The Bird,1,Not categorized,0.679,0.959,0,-3.819,0,0.0591,0.00461,0.639,0.406,0.882,136.118,144973,4
1sxEFo3yp89PYwBP8qRmkh,close to you,close to you,kenzie,18,social media pop,0.455,0.366,10,-7.229,1,0.0407,0.494,0.0,0.0882,0.0791,124.686,160800,4
1HnwhzcTq3VuyjyMHoiXfW,Touch N Go,Touch N Go,JEONA,1,Not categorized,0.842,0.618,1,-3.969,1,0.176,0.163,0.0,0.111,0.787,136.927,172540,4
3ok8eAQioOTORzkuJ8pHZk,React,React,Bakar,26,uk alternative hip hop,0.595,0.871,2,-7.549,1,0.354,0.026,8.58e-06,0.0869,0.482,113.196,161035,4
3bivI0NycEM5Q9uzfmFulF,Hot Fever Dream,Hot Fever Dream,Astrid S,24,alt z,0.714,0.762,4,-5.24,1,0.0311,0.0465,0.0,0.34,0.962,120.028,147733,4
2oC7XILz5Y7pLE0SfGH8lS,Ride Or Die,Ride Or Die,Aluna,6,dance pop,0.692,0.785,10,-6.383,1,0.11,0.315,0.000435,0.167,0.394,132.015,168200,4
31y0qbGZCo16V3bLBvq1ze,ligemeget,ligemeget,YAKUZA,3,Not categorized,0.71,0.696,9,-5.636,0,0.101,0.712,5.34e-06,0.123,0.532,101.13,137822,4
3AvfMmfCipJLdr9OozL1bv,Tennessee (feat. Lil Nas X),Tennessee (feat. Lil Nas X),Kevin Abstract,31,afrofuturism,0.601,0.661,0,-5.719,1,0.0379,0.00368,0.0,0.188,0.209,135.919,173560,4
0NVYKISyo8GbUJ6ArFyKCy,Taka Taka,Taka Taka,BUTTER,1,Not categorized,0.814,0.934,1,-9.788,1,0.0514,0.274,0.879,0.119,0.346,125.008,155550,4
5ufJFtHp4xmJKytbhexXSy,BET,BET,METTE,19,Not categorized,0.73,0.839,9,-6.441,1,0.0565,0.00207,3.13e-05,0.125,0.855,125.024,198672,4
0s7SD8mzw7jw4N2QbrcNfq,Mama’s House,The Kids Are Still Awake,JUNG,9,swedish pop,0.824,0.834,9,-6.894,1,0.034,0.193,0.00573,0.251,0.963,120.013,185001,4
3xGi8NYBHKM8mKsheBWV0G,zombieland (feat. HARDY),zombieland (feat. HARDY),Jax,9,gen z singer-songwriter,0.542,0.762,6,-5.061,1,0.117,0.146,0.0,0.189,0.499,174.085,192398,3
1faQAiWhazkZH4qRBtT7Dc,Nu Det For Sent,Sytten,Ella Augusta,3,Not categorized,0.578,0.629,11,-6.395,1,0.0436,0.354,0.109,0.107,0.262,175.944,178136,4
5oFieSDmjXt3XF8jyflJWN,SMUK,SMUK,Gregers,0,scandipop,0.946,0.426,1,-9.544,0,0.11,0.446,0.000409,0.104,0.762,120.061,122438,4
203R8nzSPZssBVTczIBrrk,SWEET,SWEET,BAGG,1,Not categorized,0.823,0.878,4,-4.227,0,0.0914,0.017,0.62,0.364,0.629,131.977,168636,4
4FDFlJQhYcMHyOrPg88QvD,Vibin,Vibin,Alfons,14,melbourne bounce international,0.488,0.97,6,-7.04,0,0.0474,0.00151,0.0856,0.126,0.579,163.901,120004,4
5YO44oPkpH4zeinnihUpIR,Throw Some Ass,Throw Some Ass,Sofi Tukker,23,edm,0.823,0.664,3,-4.678,0,0.0579,0.0429,0.00162,0.0489,0.575,131.023,182424,4
4VE5B2N4TCHvK5ZZ3dSI6c,Dig feat. Rhian Teasdale,Dig feat. Rhian Teasdale,Orlando Weeks,33,indie folk,0.554,0.862,4,-5.35,1,0.067,0.401,0.0314,0.13,0.429,152.036,167387,4
40QmyP1PmvFYjs8CzYsXA7,No One Noticed,If Only + No One Noticed,The Marías,23,bedroom pop,0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,236907,4
0tEHlmhykfj40wEwzeeoea,Under Samme Himmel Over Samme Jord,Under Samme Himmel Over Samme Jord,Juncker,17,danish pop rock,0.621,0.789,2,-4.901,1,0.037,0.00728,0.000178,0.14,0.41,123.133,212427,4
3WqnBqYNdMlNBX4xNkOhrR,Lady Killers III,Lady Killers III,G-Eazy,56,indie pop rap,0.708,0.732,7,-6.766,0,0.145,0.0438,0.0,0.139,0.465,135.99,176132,4
3uqjvrA1xkjshN7HfKHkX6,Berghain (feat. Barney Bones),Berghain (feat. Barney Bones),Channel Tres,15,indie soul,0.721,0.88,2,-7.69,1,0.0588,0.000312,0.000107,0.348,0.237,115.996,189747,4
64SQ4g8uLSe7YPWm726yjG,TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,21,memphis hip hop,0.736,0.533,1,-6.394,1,0.13,0.12,0.0,0.127,0.279,137.851,166957,4
72B6qv2BQsyM4Mds3iiIyU,Million Dollar Baby,Million Dollar Baby,Pixey,22,one-person band,0.413,0.887,5,-5.311,1,0.0525,0.000548,0.00495,0.142,0.636,175.985,201266,4
